Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,GROUP,GROUP_LABEL,Exam_Score
27,70,88,7,1,3,0,0,1,1,0,2,1,0,0,2,1,0,Yếu,65
26,73,83,8,2,4,2,2,1,0,1,1,2,0,1,2,1,3,Giỏi,71
23,79,70,6,3,4,0,1,1,1,1,1,0,0,2,1,0,2,Khá,68
22,97,54,6,2,2,1,1,1,1,0,2,1,0,1,2,1,3,Giỏi,70
31,96,96,5,3,2,1,0,0,0,1,0,1,0,1,2,0,3,Giỏi,74
20,64,50,6,0,2,2,0,1,2,1,0,1,0,0,2,1,0,Yếu,62
13,65,87,5,1,2,1,2,0,0,1,1,2,1,0,1,0,0,Yếu,61
23,80,97,6,0,3,2,2,1,1,1,1,1,0,0,2,1,3,Giỏi,70
33,64,65,9,0,2,0,1,1,1,1,1,0,0,1,1,1,0,Yếu,65
14,74,54,8,2,2,1,1,1,2,1,0,1,0,0,1,1,0,Yếu,62
18,66,62,9,2,4,2,2,0,1,1,2,1,0,0,1,0,0,Yếu,65
22,85,66,6,0,4,2,1,0,0,1,0,2,0,1,2,1,2,Khá,68
20,98,73,4,2,1,1,2,1,1,1,1,2,0,0,0,1,3,Giỏi,70
14,100,76,7,1,3,1,0,0,0,1,1,1,0,2,2,0,2,Khá,68
27,75,86,10,3,6,0,1,0,1,0,1,2,0,2,2,0,2,Khá,69
34,84,95,6,1,3,1,2,1,1,1,0,1,0,2,0,1,3,Giỏi,73
21,94,73,7,1,5,1,1,1,1,1,1,2,0,1,2,0,3,Giỏi,71
15,65,87,5,0,4,0,2,1,1,1,0,1,0,0,2,0,0,Yếu,63
11,88,56,7,2,2,2,1,1,0,1,1,1,0,1,2,1,1,Trung bình,66
22,76,66,7,1,4,2,0,1,0,1,0,2,0,2,2,1,1,Trung bình,67
27,68,56,4,0,1,0,2,0,1,1,0,1,0,0,2,0,0,Yếu,64
23,76,85,5,1,3,1,0,1,1,1,1,1,0,0,2,0,1,Trung bình,66
20,63,95,5,2,3,2,2,1,1,1,2,2,0,1,2,1,2,Khá,69
16,88,94,5,4,6,1,2,1,2,1,1,2,0,1,1,1,3,Giỏi,72
13,70,66,6,1,4,1,2,1,1,1,1,0,0,0,2,1,0,Yếu,63
25,72,62,8,2,2,1,2,1,1,1,0,2,0,0,2,0,1,Trung bình,67
25,65,64,6,1,4,0,1,0,1,1,1,0,0,1,2,1,0,Yếu,64
11,95,64,9,4,4,1,1,1,2,1,0,2,0,0,1,1,2,Khá,68
30,80,54,6,1,3,2,2,0,2,1,2,2,0,0,1,0,3,Giỏi,71
23,83,57,7,2,4,1,0,1,1,0,1,2,0,0,1,0,1,Trung bình,67
28,83,61,8,1,5,1,0,0,1,1,0,0,1,2,2,1,1,Trung bình,67
12,76,50,9,2,3,1,1,1,1,1,1,0,0,1,2,1,0,Yếu,64
12,68,52,6,5,3,2,0,0,0,1,2,1,0,1,2,1,0,Yếu,63
19,90,85,8,2,4,2,2,0,1,1,1,1,0,1,2,1,3,Giỏi,72
23,65,81,6,2,2,0,1,1,0,1,0,1,0,0,2,0,0,Yếu,63
31,64,97,10,2,4,2,1,0,0,1,1,0,0,0,0,0,1,Trung bình,67
24,88,70,5,1,2,0,1,1,1,0,0,2,0,2,2,1,2,Khá,68
19,68,72,8,2,3,0,2,1,2,1,0,1,0,1,0,1,0,Yếu,64
14,72,53,9,4,3,1,2,0,1,1,1,0,0,2,2,1,0,Yếu,65
27,79,58,5,2,1,1,0,1,2,1,1,1,0,2,0,0,2,Khá,68
14,78,85,8,2,4,1,2,1,1,1,0,0,0,0,2,1,1,Trung bình,66
30,88,62,6,4,5,1,1,1,2,1,0,2,0,1,0,0,3,Giỏi,73
18,85,89,10,1,3,0,1,1,1,1,2,2,0,0,2,0,2,Khá,68
30,86,85,4,2,5,1,2,0,2,1,1,1,1,2,0,1,3,Giỏi,72
24,89,87,5,3,0,1,1,1,1,0,2,1,0,0,2,0,3,Giỏi,70
19,72,85,5,1,4,1,1,1,2,1,0,1,0,1,2,0,1,Trung bình,66
17,73,85,5,3,1,0,1,1,2,1,1,2,0,1,2,0,1,Trung bình,66
18,78,77,8,2,4,0,0,1,1,1,1,1,0,1,2,0,1,Trung bình,66
23,72,84,10,2,2,2,0,1,0,1,0,0,0,0,1,1,0,Yếu,65
20,99,76,9,2,5,2,0,1,2,1,0,1,0,1,0,1,3,Giỏi,71
16,93,60,7,1,1,0,1,1,1,1,1,2,0,0,1,0,1,Trung bình,66
19,67,61,7,1,4,1,0,0,2,1,1,1,0,1,1,0,0,Yếu,63
20,60,70,6,2,3,1,1,1,1,1,0,1,1,2,2,0,0,Yếu,63
7,62,51,8,0,3,2,1,1,0,1,1,2,0,1,1,1,0,Yếu,58
23,70,94,7,3,3,1,2,0,0,1,1,1,0,0,2,0,2,Khá,68
14,65,63,7,2,3,2,1,0,1,1,0,1,0,0,1,1,0,Yếu,61
13,81,53,6,2,4,1,2,0,0,1,0,2,0,0,2,1,0,Yếu,65
10,94,71,5,1,3,2,0,0,1,1,2,2,0,0,1,1,1,Trung bình,67
9,89,91,7,1,3,0,2,1,1,1,2,1,0,2,2,1,1,Trung bình,67
12,69,70,7,1,4,2,0,0,1,1,1,2,0,0,2,1,0,Yếu,62
16,76,63,6,0,1,1,2,1,2,1,0,2,0,0,2,0,3,Giỏi,86
32,80,77,6,0,5,2,1,0,0,1,1,1,0,1,2,1,3,Giỏi,71
17,92,79,8,1,3,1,1,1,1,1,0,2,0,2,2,1,3,Giỏi,70
21,94,88,8,1,3,1,1,0,1,1,1,2,0,1,2,1,3,Giỏi,71
22,96,90,10,2,3,2,0,0,2,1,0,1,1,1,1,1,3,Giỏi,71
21,80,85,9,1,3,2,2,1,0,1,2,0,0,1,2,0,3,Giỏi,70
20,88,50,5,2,5,1,2,1,1,0,0,1,0,0,1,1,1,Trung bình,67
13,64,50,7,0,4,1,0,1,2,1,1,2,0,0,2,1,0,Yếu,60
29,83,99,5,0,4,2,2,0,1,1,1,1,0,1,2,0,3,Giỏi,73
31,70,63,4,1,2,2,0,1,2,1,1,1,1,0,2,0,1,Trung bình,67
10,77,64,10,1,3,0,2,1,2,1,0,0,1,1,2,0,0,Yếu,62
14,85,87,9,0,3,1,2,0,2,1,1,0,0,1,2,0,1,Trung bình,67
18,70,79,6,1,2,2,0,0,1,1,1,2,0,1,2,0,0,Yếu,65
14,62,73,9,1,6,1,1,0,1,1,0,1,0,0,2,1,0,Yếu,61
23,60,56,9,0,4,2,1,1,0,0,0,0,0,0,1,0,0,Yếu,61
16,61,54,4,1,2,2,1,0,0,1,0,1,0,0,2,0,0,Yếu,60
33,60,85,8,4,3,2,2,0,0,1,0,0,0,0,2,1,2,Khá,68
27,64,56,6,0,5,2,1,1,0,1,0,1,0,1,1,0,0,Yếu,65
21,70,72,8,3,1,2,2,1,0,1,1,1,0,2,1,0,1,Trung bình,67
26,69,87,10,2,2,2,0,0,0,1,1,2,0,2,2,1,1,Trung bình,67
27,99,96,9,0,2,2,1,0,0,1,2,2,0,1,1,1,3,Giỏi,74
17,72,94,7,4,2,0,1,0,0,1,1,2,0,0,0,0,0,Yếu,64
15,65,93,9,2,3,1,2,1,0,1,0,1,0,1,2,1,0,Yếu,64
20,82,68,4,2,3,1,0,1,1,1,0,1,0,0,2,1,1,Trung bình,67
25,94,96,8,6,3,2,2,0,2,1,1,0,1,0,0,0,3,Giỏi,74
21,87,84,8,1,2,1,1,1,2,1,0,2,0,1,2,1,2,Khá,69
11,72,94,8,1,2,0,1,0,2,1,0,2,0,0,2,1,0,Yếu,62
15,82,54,6,1,2,1,1,1,1,1,1,2,0,1,2,0,1,Trung bình,66
20,89,52,8,2,3,2,2,1,0,1,1,0,0,1,1,0,2,Khá,69
20,89,71,8,1,1,2,1,1,1,1,1,0,0,2,0,1,2,Khá,68
32,87,91,4,2,2,2,1,1,1,1,2,1,0,0,1,0,3,Giỏi,74
12,95,70,7,4,3,1,1,0,1,1,1,2,0,0,0,1,2,Khá,68
23,95,94,6,2,3,1,1,1,2,1,1,1,0,0,2,1,3,Giỏi,73
29,83,62,8,4,5,1,0,0,0,1,2,0,0,1,2,1,3,Giỏi,70
34,77,52,9,0,4,1,2,0,1,1,1,1,0,0,1,0,2,Khá,69
18,86,88,6,2,2,1,1,1,1,1,1,1,0,1,0,1,2,Khá,68
23,93,81,5,2,1,1,2,0,2,1,0,0,0,1,2,1,3,Giỏi,71
23,60,72,7,3,2,0,1,0,0,1,2,1,0,1,2,0,0,Yếu,64
21,100,92,5,3,3,1,1,0,0,1,0,2,1,2,2,1,3,Giỏi,71
19,67,91,7,1,3,1,1,0,1,1,0,1,0,0,2,0,0,Yếu,65
23,79,66,7,1,3,0,1,1,2,1,2,2,0,2,2,1,2,Khá,68
5,95,92,8,1,2,1,2,1,0,1,0,1,0,1,2,0,1,Trung bình,67
24,69,67,7,2,4,1,2,1,1,1,1,0,0,2,0,1,1,Trung bình,67
21,79,81,7,2,4,1,0,1,0,1,1,1,0,0,2,1,1,Trung bình,67
19,65,60,9,1,3,1,2,1,0,1,0,1,0,2,1,1,0,Yếu,63
32,76,63,7,0,3,1,1,0,1,1,1,2,0,0,2,0,2,Khá,68
16,67,72,6,1,3,2,2,1,1,1,0,2,0,2,2,0,1,Trung bình,66
18,75,66,7,1,4,1,1,1,2,1,2,2,0,0,2,1,1,Trung bình,67
32,75,56,6,3,2,1,0,1,1,1,1,1,0,1,1,0,2,Khá,68
15,100,74,5,2,3,2,1,1,1,1,2,1,0,2,2,1,3,Giỏi,72
17,100,76,5,3,3,1,1,0,0,1,0,1,0,2,1,0,3,Giỏi,70
19,65,58,9,3,4,0,2,0,0,1,1,0,0,0,1,0,0,Yếu,62
25,89,59,6,2,2,1,0,1,1,1,0,1,0,1,2,0,2,Khá,69
21,62,51,7,0,4,1,0,1,0,1,0,2,0,0,2,0,0,Yếu,61
12,61,52,7,2,2,1,0,1,0,1,0,2,0,0,1,0,0,Yếu,58
17,64,68,7,5,3,0,1,0,1,1,1,1,0,0,2,1,0,Yếu,63
16,99,57,9,4,3,2,1,0,2,0,1,2,0,1,2,0,3,Giỏi,71
20,98,96,7,1,3,0,1,1,0,0,0,2,0,1,2,0,3,Giỏi,70
23,68,60,6,1,3,2,1,0,1,1,0,1,0,0,2,0,0,Yếu,64
23,66,53,6,2,1,2,0,0,0,1,1,2,0,1,0,1,0,Yếu,63
9,70,70,8,1,3,2,1,1,0,1,1,2,0,1,2,1,0,Yếu,63
26,81,60,8,2,5,2,0,0,2,1,0,2,0,2,2,0,3,Giỏi,71
22,83,53,8,0,2,0,2,1,1,0,0,0,0,2,2,0,0,Yếu,65
28,69,88,7,2,2,2,2,0,0,1,0,1,0,0,1,1,2,Khá,68
23,90,78,5,1,3,1,2,1,2,0,1,1,0,0,1,1,3,Giỏi,70
27,72,53,8,3,3,2,2,1,1,1,1,1,0,0,0,0,2,Khá,68
23,97,73,7,3,1,1,2,0,1,0,0,0,0,0,1,1,2,Khá,69
28,86,52,7,0,5,1,1,1,1,1,1,2,0,1,2,1,3,Giỏi,70
23,77,68,5,0,3,2,1,0,0,1,2,2,1,0,2,1,1,Trung bình,67
19,92,68,6,2,2,0,2,1,1,1,1,1,0,0,2,0,2,Khá,69
34,93,91,6,2,3,0,1,0,0,1,2,1,0,0,1,0,3,Giỏi,73
25,72,87,8,3,3,1,1,1,0,1,1,2,0,2,1,1,2,Khá,68
23,74,95,8,2,2,2,1,0,1,1,0,0,0,1,0,0,1,Trung bình,67
12,97,57,7,0,4,1,2,1,0,1,0,2,0,1,1,0,1,Trung bình,67
12,67,77,8,2,3,1,2,1,1,1,0,2,0,1,2,1,0,Yếu,64
22,62,51,9,2,2,2,1,0,1,1,0,1,0,0,2,1,0,Yếu,63
21,78,91,8,1,5,0,2,0,1,0,1,0,0,2,2,0,1,Trung bình,67
16,92,68,8,1,2,1,2,1,1,1,1,2,0,0,2,1,3,Giỏi,70
21,91,53,6,1,3,2,1,1,2,1,1,2,0,2,2,0,3,Giỏi,71
30,97,66,6,1,2,1,2,1,2,1,1,1,0,1,2,1,3,Giỏi,74
24,81,64,9,2,3,1,2,1,2,1,2,2,0,0,2,1,3,Giỏi,70
13,64,88,6,1,2,0,0,0,1,1,1,1,0,1,1,0,0,Yếu,59
19,84,56,8,0,3,0,1,1,1,1,0,1,1,0,2,1,0,Yếu,64
15,91,78,10,2,3,0,1,0,0,1,1,1,0,0,2,0,1,Trung bình,67
18,64,90,8,1,3,1,1,1,1,1,0,1,0,0,2,1,0,Yếu,63
18,67,87,7,5,2,0,2,1,1,1,0,2,0,1,2,1,1,Trung bình,66
17,60,97,5,1,4,1,1,1,1,1,1,0,0,1,0,1,0,Yếu,62
12,84,50,7,3,3,0,1,0,1,1,2,1,0,0,2,1,0,Yếu,65
19,95,68,9,3,4,2,2,1,1,1,2,2,0,1,0,1,3,Giỏi,73
17,87,68,7,1,2,2,2,1,2,1,1,2,0,0,2,1,3,Giỏi,70
2,99,52,9,0,4,1,0,1,0,1,1,1,0,0,2,1,0,Yếu,62
32,63,91,8,2,5,1,2,0,1,0,2,2,1,0,2,0,2,Khá,68
27,96,84,7,1,3,2,0,1,1,1,2,1,0,1,2,1,3,Giỏi,74
18,93,76,7,2,4,1,1,0,0,1,1,1,0,0,2,0,3,Giỏi,96
20,73,70,5,1,2,2,2,0,2,1,0,0,0,0,1,1,1,Trung bình,66
13,99,95,6,0,4,0,2,1,1,0,0,2,0,2,2,1,2,Khá,69
30,72,63,6,1,3,2,2,1,1,1,0,1,0,2,2,0,3,Giỏi,70
31,96,67,8,2,3,1,0,1,1,1,1,1,0,1,2,1,3,Giỏi,73
21,95,98,7,1,2,0,0,0,0,1,0,2,0,0,2,1,2,Khá,69
26,90,53,9,1,4,2,2,1,1,1,0,1,0,0,0,1,3,Giỏi,71
21,83,89,7,0,2,2,0,1,0,0,0,1,0,1,1,0,0,Yếu,65
12,65,86,6,1,3,1,0,1,1,1,1,2,0,2,2,0,0,Yếu,62
18,81,95,6,1,3,2,2,0,0,1,1,2,0,0,2,1,2,Khá,69
21,74,55,6,3,2,0,1,0,2,1,0,2,0,1,2,1,0,Yếu,65
17,92,99,7,1,2,1,1,0,1,1,1,1,0,1,0,0,2,Khá,68
19,90,51,6,1,3,0,0,1,2,1,0,0,1,2,2,1,0,Yếu,65
19,96,67,5,4,1,1,2,1,1,1,2,1,0,0,1,1,3,Giỏi,72
20,61,54,9,2,4,2,2,1,1,1,2,2,0,2,2,1,1,Trung bình,67
20,92,53,7,2,2,1,0,0,1,1,1,2,0,1,0,1,2,Khá,68
14,98,98,7,0,3,0,1,0,1,0,1,2,0,0,2,1,2,Khá,68
16,92,86,6,2,3,1,1,0,0,0,1,1,1,1,2,0,1,Trung bình,66
12,65,75,5,0,2,1,2,1,2,1,2,0,0,0,1,1,0,Yếu,62
26,63,55,7,2,4,1,1,1,1,1,1,1,0,0,0,1,0,Yếu,65
7,61,76,4,1,5,0,2,1,2,1,1,2,0,0,0,0,0,Yếu,60
27,85,66,8,2,4,2,1,1,1,1,0,1,1,0,1,1,3,Giỏi,70
28,85,64,6,1,1,1,1,1,0,1,0,1,0,0,1,1,2,Khá,68
18,99,81,7,1,3,1,2,1,0,1,1,1,0,2,2,1,3,Giỏi,72
4,76,90,8,2,2,1,1,1,1,1,2,2,0,0,1,0,0,Yếu,63
18,73,72,7,1,1,1,2,1,0,1,1,1,1,0,1,1,0,Yếu,63
20,85,75,5,1,2,0,1,1,0,1,1,1,0,1,2,1,1,Trung bình,67
14,93,83,9,4,2,1,0,1,0,1,1,1,0,2,2,0,2,Khá,68
17,97,56,5,2,3,1,1,0,0,1,2,2,0,0,2,0,2,Khá,69
29,92,91,4,1,4,2,1,1,0,1,2,1,0,0,2,0,3,Giỏi,75
24,77,92,8,0,3,0,1,0,2,1,2,1,0,0,1,1,1,Trung bình,67
14,85,77,5,2,3,2,2,1,1,1,0,2,0,0,2,1,2,Khá,69
10,94,59,9,0,2,0,1,0,0,1,1,2,0,2,2,1,0,Yếu,65
18,80,75,8,2,4,0,2,1,1,0,1,0,0,0,2,1,0,Yếu,65
19,69,55,7,1,4,1,1,1,0,1,0,2,0,1,2,0,0,Yếu,63
23,67,88,6,2,4,0,1,0,1,1,1,1,0,0,2,1,0,Yếu,65
17,60,66,6,0,2,1,0,0,1,1,0,2,0,0,0,0,0,Yếu,58
23,89,66,6,0,3,2,2,1,0,1,0,2,0,0,1,1,3,Giỏi,70
32,64,97,6,1,5,0,0,1,1,1,1,1,0,1,1,1,1,Trung bình,66
25,70,71,9,2,2,1,0,0,1,0,0,0,0,1,2,0,0,Yếu,63
20,72,89,6,1,3,1,0,1,0,1,0,0,0,0,0,1,0,Yếu,62
19,82,82,8,2,3,1,1,1,2,1,1,2,0,1,1,0,2,Khá,69
18,76,66,9,1,3,1,1,0,2,1,2,2,0,0,2,0,1,Trung bình,66
27,87,56,6,0,2,2,0,0,1,1,0,1,0,0,1,1,2,Khá,68
16,62,90,8,2,2,0,1,1,0,1,2,1,0,2,0,1,0,Yếu,62
20,65,88,6,0,4,2,1,0,1,1,1,0,1,0,2,1,0,Yếu,64
20,80,58,7,0,2,1,2,1,0,0,1,1,0,1,2,0,0,Yếu,65
17,73,62,6,2,3,1,2,1,0,1,0,0,0,1,0,1,0,Yếu,64
12,72,88,6,2,3,1,1,0,2,1,2,2,0,0,2,0,0,Yếu,65
22,63,99,7,3,4,1,1,1,0,1,1,1,0,0,1,1,0,Yếu,65
20,96,92,5,0,3,0,1,1,1,1,1,1,0,1,2,0,3,Giỏi,70
23,88,84,8,2,3,0,2,0,2,1,1,2,1,2,2,0,3,Giỏi,71
17,65,96,5,2,3,1,1,1,0,1,1,2,0,1,1,1,0,Yếu,65
27,63,64,5,1,4,2,1,0,1,0,2,2,0,2,2,1,1,Trung bình,67
15,99,50,7,4,2,0,2,1,2,0,0,2,0,0,1,1,2,Khá,68
30,87,66,6,1,4,2,2,1,0,1,1,1,0,0,2,1,3,Giỏi,73
10,77,99,8,0,4,1,2,0,1,1,1,1,1,0,2,1,0,Yếu,64
23,88,94,7,3,1,2,2,0,0,0,0,2,0,0,2,1,3,Giỏi,71
23,90,53,5,2,2,1,2,0,1,1,1,2,0,0,2,0,3,Giỏi,70
15,91,75,8,4,1,0,2,0,1,1,1,1,0,0,2,0,2,Khá,68
23,79,54,7,2,4,2,1,1,1,1,0,1,0,1,1,0,2,Khá,68
28,77,89,7,3,3,0,2,1,1,1,0,2,1,0,0,1,2,Khá,68
7,60,69,10,0,3,1,2,1,0,1,0,2,0,1,1,0,0,Yếu,59
23,97,96,9,2,4,1,1,1,1,1,1,1,0,1,2,1,3,Giỏi,74
5,84,53,7,1,3,1,1,1,0,0,0,2,0,2,1,1,0,Yếu,62
14,68,87,5,2,3,2,0,1,2,1,1,2,0,0,0,1,0,Yếu,64
30,97,70,5,0,2,2,2,0,1,1,2,2,0,2,2,1,3,Giỏi,76
17,97,63,9,2,2,2,1,1,1,1,0,2,0,0,2,1,3,Giỏi,70
13,100,76,6,0,5,2,1,0,1,0,0,2,0,2,2,1,2,Khá,69
19,95,74,7,0,2,1,1,1,2,0,0,2,0,0,2,0,2,Khá,69
32,100,67,5,4,3,0,2,1,1,0,1,2,0,0,0,1,3,Giỏi,74
9,70,82,8,2,2,2,1,0,0,0,2,0,0,0,2,0,0,Yếu,62
14,94,83,9,2,3,1,1,0,2,1,0,2,0,2,1,1,3,Giỏi,70
29,93,54,9,4,3,0,1,1,1,0,0,2,0,0,2,1,3,Giỏi,71
31,69,80,6,4,2,1,0,1,0,1,1,0,0,1,2,1,2,Khá,68
19,64,86,8,3,3,2,0,1,0,1,2,1,0,2,2,0,1,Trung bình,66
13,99,54,7,3,3,0,1,0,2,1,2,0,0,0,0,1,1,Trung bình,67
33,72,83,8,3,4,2,1,0,0,1,0,1,0,0,2,1,3,Giỏi,71
30,95,90,7,3,1,1,1,1,1,1,1,1,0,0,1,1,3,Giỏi,74
24,60,92,6,3,2,0,1,1,0,1,1,2,0,1,2,1,0,Yếu,65
15,61,52,9,1,3,2,0,1,1,1,1,1,0,0,1,0,0,Yếu,60
20,79,85,7,2,2,2,2,1,0,1,1,1,0,1,1,1,2,Khá,69
19,70,90,6,2,3,1,1,1,0,1,0,2,0,0,1,1,0,Yếu,65
22,88,70,7,3,2,1,0,1,1,1,0,2,0,0,2,0,2,Khá,69
29,83,77,6,1,4,1,0,1,2,1,1,1,0,0,2,1,3,Giỏi,70
25,63,63,8,0,1,2,0,1,1,1,1,2,1,2,2,0,0,Yếu,65
14,67,66,7,0,4,0,0,1,0,1,0,1,0,0,0,0,0,Yếu,57
28,76,75,6,0,2,1,1,1,0,1,1,2,0,0,2,0,2,Khá,68
22,67,58,10,2,3,2,2,0,1,1,2,1,0,2,2,1,1,Trung bình,67
24,92,69,5,2,4,1,1,0,1,1,1,0,0,0,2,0,3,Giỏi,70
29,77,65,8,1,3,1,1,1,1,1,1,1,0,0,2,1,2,Khá,68
13,64,62,7,1,1,2,2,1,1,1,0,1,0,1,1,0,0,Yếu,62
20,79,74,5,1,5,2,1,1,1,1,0,1,0,0,0,1,1,Trung bình,67
17,64,92,6,0,1,2,2,1,1,1,1,2,0,2,2,1,1,Trung bình,66
11,65,62,5,2,2,1,0,1,1,1,1,1,0,1,0,0,0,Yếu,60
22,70,83,10,0,2,2,0,0,0,1,1,2,0,1,1,1,0,Yếu,65
35,94,63,7,1,2,2,1,1,1,1,0,2,0,1,2,0,3,Giỏi,75
9,97,57,7,4,5,0,1,1,1,1,1,1,0,0,0,0,1,Trung bình,67
20,93,97,10,1,2,1,2,0,1,1,0,1,0,2,1,1,3,Giỏi,71
24,73,82,6,0,2,0,0,1,1,1,1,0,1,0,2,1,0,Yếu,63
21,71,55,9,2,1,2,1,1,0,1,2,2,0,2,1,1,1,Trung bình,67
19,82,82,8,2,4,2,1,0,0,1,0,0,0,2,2,0,2,Khá,68
12,89,59,4,2,4,2,0,1,0,1,0,0,0,0,2,1,0,Yếu,65
21,100,94,6,1,3,0,2,0,1,0,2,2,0,1,1,0,3,Giỏi,72
15,65,62,8,1,4,1,1,0,1,1,1,1,0,0,1,0,0,Yếu,61
7,62,90,7,1,5,0,2,0,1,1,1,1,0,1,1,0,0,Yếu,60
27,88,60,7,2,2,2,2,1,1,1,0,2,0,0,2,0,3,Giỏi,72
26,93,78,6,2,3,1,1,1,1,1,1,1,0,2,0,0,3,Giỏi,72
20,94,96,6,2,3,0,1,1,1,1,1,0,0,1,2,1,3,Giỏi,70
21,87,65,7,2,3,0,1,0,2,1,1,0,1,1,2,1,1,Trung bình,67
26,98,54,10,0,1,1,1,0,1,1,0,1,0,2,2,1,3,Giỏi,71
21,80,78,6,0,2,1,0,1,1,1,1,0,0,2,2,0,1,Trung bình,66
25,97,59,6,0,2,2,2,0,0,1,0,2,0,0,2,0,3,Giỏi,72
18,99,86,7,1,4,1,1,1,1,0,2,1,0,0,1,0,3,Giỏi,70
28,94,80,5,2,2,1,0,1,1,1,2,0,0,0,1,0,3,Giỏi,71
22,72,67,8,2,4,0,0,1,2,1,1,0,0,1,0,1,0,Yếu,64
21,68,85,5,3,2,1,1,1,1,0,2,2,0,1,1,1,1,Trung bình,66
12,82,62,5,2,4,2,0,0,0,1,1,2,0,0,2,1,0,Yếu,64
22,78,96,5,0,3,1,1,1,1,1,0,1,0,0,1,1,1,Trung bình,67
15,95,67,5,3,3,0,0,0,2,1,1,2,0,0,1,0,1,Trung bình,67
16,64,88,9,1,3,2,0,0,1,1,1,2,0,0,2,1,0,Yếu,64
15,70,63,8,0,4,0,1,0,0,1,1,2,0,0,1,0,0,Yếu,61
14,90,86,8,4,2,2,2,1,1,1,1,0,0,0,2,0,3,Giỏi,99
33,64,52,8,3,4,1,1,0,0,0,2,2,0,0,2,1,1,Trung bình,67
28,73,65,7,3,3,1,2,1,2,1,2,2,0,2,2,1,3,Giỏi,72
32,75,55,7,1,4,0,0,0,1,1,1,1,0,0,1,1,1,Trung bình,66
13,85,73,9,3,2,0,2,1,2,1,1,2,0,2,1,1,2,Khá,68
20,66,72,9,1,1,2,0,0,0,1,1,2,0,1,2,0,0,Yếu,64
12,94,68,5,1,2,2,2,0,2,1,2,1,0,0,2,1,2,Khá,69
16,78,99,10,0,4,1,2,0,0,1,0,2,0,0,0,0,0,Yếu,65
14,97,62,5,1,4,0,2,0,1,0,1,1,1,2,0,0,1,Trung bình,66
27,79,90,6,3,4,2,2,1,0,1,1,2,0,0,2,1,3,Giỏi,73
18,71,72,7,0,4,1,1,1,0,1,0,1,0,0,2,0,0,Yếu,63
26,66,67,7,3,4,1,1,1,2,1,1,0,0,0,1,0,1,Trung bình,66
24,60,60,10,3,2,1,1,1,0,1,0,1,0,2,2,0,0,Yếu,65
34,81,82,9,1,2,1,1,1,0,1,1,0,0,0,2,1,3,Giỏi,71
11,64,67,8,1,2,1,0,1,2,0,1,1,1,1,2,1,0,Yếu,58
28,76,91,9,0,3,1,1,0,1,1,0,1,0,0,1,1,2,Khá,68
27,84,98,8,0,4,1,1,0,1,1,0,1,0,0,1,1,2,Khá,69
14,71,61,6,0,3,2,0,1,0,1,0,2,0,2,2,0,0,Yếu,63
26,67,56,8,1,5,1,1,1,1,1,1,0,0,1,2,0,1,Trung bình,66
22,91,66,7,0,3,1,1,1,1,0,2,0,0,1,2,0,2,Khá,69
19,98,73,6,3,3,1,0,1,1,1,0,0,0,1,2,1,2,Khá,69
15,64,65,9,2,2,2,1,0,1,1,1,1,0,0,2,1,0,Yếu,63
16,66,99,7,1,3,0,2,1,1,1,0,2,0,1,2,0,0,Yếu,65
32,98,89,5,2,3,0,2,0,1,1,2,2,0,1,2,1,3,Giỏi,76
20,62,98,6,0,3,2,1,1,2,1,2,1,0,2,2,1,1,Trung bình,67
25,99,69,8,1,3,0,1,0,1,0,0,2,0,2,1,1,3,Giỏi,70
15,60,65,9,1,5,1,0,0,1,1,1,0,0,1,1,1,0,Yếu,60
15,95,70,8,2,3,2,0,0,1,1,2,1,1,0,2,0,2,Khá,68
26,72,76,8,1,3,1,1,1,1,1,1,0,0,2,2,1,2,Khá,68
12,98,87,6,2,3,0,2,1,1,1,0,1,0,2,2,0,3,Giỏi,70
18,73,94,7,1,3,1,2,1,2,1,2,1,0,2,1,0,2,Khá,68
20,86,73,7,3,3,2,2,0,1,1,0,1,1,0,2,1,2,Khá,69
21,63,64,7,0,3,1,1,1,1,1,0,0,0,0,2,0,0,Yếu,62
19,70,66,7,1,4,2,0,0,1,1,2,1,0,1,1,1,0,Yếu,64
22,91,85,6,2,2,2,1,0,0,1,1,2,0,0,1,0,3,Giỏi,71
24,81,78,8,1,2,1,1,1,1,1,0,2,0,0,2,1,2,Khá,68
24,97,74,5,0,5,2,1,0,2,1,1,1,0,0,2,0,3,Giỏi,72
14,77,60,5,1,3,1,1,1,0,1,2,0,0,2,0,1,0,Yếu,64
18,95,94,6,6,3,1,2,1,1,1,0,1,0,0,0,0,3,Giỏi,73
27,78,89,8,0,3,1,2,0,0,1,0,1,0,2,2,0,2,Khá,69
25,99,57,8,1,3,0,1,0,1,1,1,2,0,2,1,1,3,Giỏi,70
12,98,68,4,3,2,1,2,0,1,1,0,1,0,0,2,0,2,Khá,69
22,73,77,8,1,3,1,0,0,1,1,2,1,0,0,0,1,0,Yếu,64
8,95,73,7,2,2,1,1,0,0,1,1,1,0,1,2,1,1,Trung bình,66
